#NFL
Chart_1,/1169_ExpressionReplacer/AbstractCategoryItemRenderer.java
Chart_4,/992_NullPointerChecker/XYPlot.java
Chart_7,/600_ParameterReplacer/TimePeriodValues.java
Closure_2,/31_NullPointerChecker/TypeCheck.java
Closure_38,/1879_ExpressionReplacer/CodeConsumer.java
Closure_62,/22_ExpressionReplacer/LightweightMessageFormatter.java
Closure_63,/35_ExpressionReplacer/LightweightMessageFormatter.java
Closure_73,/133_ExpressionReplacer/CodeGenerator.java
Lang_59,/63_ParameterReplacer/StrBuilder.java
Math_15,/272_ExpressionAdder/FastMath.java
Math_33,/672_ParameterReplacer/SimplexTableau.java
Math_58,/92_ParameterRemover/GaussianFitter.java,/100_ParameterRemover/GaussianFitter.java
Math_70,/16_ParameterAdder/BisectionSolver.java
Math_75,/7_MethodReplacer/Frequency.java
Math_85,/381_ExpressionReplacer/UnivariateRealSolverUtils.java
Math_89,/12_ClassCastChecker/Frequency.java
Mockito_38,/9_NullPointerChecker/ArgumentMatchingTool.java
Time_7,/2586_ParameterReplacer/DateTimeFormatter.java

#PFL
Chart_14,/1616_NullPointerChecker/XYPlot.java
Chart_14,/2242_NullPointerChecker/XYPlot.java
Chart_14,/472_NullPointerChecker/CategoryPlot.java
Chart_14,/1024_NullPointerChecker/CategoryPlot.java
Chart_19,/51_NullPointerChecker/CategoryPlot.java
Chart_19,/57_NullPointerChecker/CategoryPlot.java
Chart_26,/3924_NullPointerChecker/Axis.java
#Chart_8,
Closure_10,/7474_MethodReplacer/NodeUtil.java
Closure_18,/120548_ExpressionReplacer/Compiler.java
Closure_31,/69749_ExpressionReplacer/Compiler.java
Closure_4,/7620_MethodReplacer/NamedType.java
Closure_40,/329_ParameterReplacer/NameAnalyzer.java
Closure_70,/9501_ParameterReplacer/TypedScopeCreator.java
#Lang_22,
Lang_24,/8517_ExpressionAdder/NumberUtils.java,/8573_ExpressionAdder/NumberUtils.java
Lang_6,/2339_ParameterReplacer/CharSequenceTranslator.java
#Math_4,/21_NullPointerChecker/SubLine.java,
Math_82,/826_ExpressionReplacer/SimplexSolver.java
Mockito_29,/84_NullPointerChecker/Same.java
Time_19,/34151_ExpressionReplacer/DateTimeZone.java
Time_26,/50101_ParameterAdder/ZonedChronology.java
