#NFL
Chart_1,/34_0_2806_0_OperatorMutator/AbstractCategoryItemRenderer.java
Chart_11,/3_0_104_0_VariableReplacer/ShapeUtilities.java
Chart_14,/5_0_989_2_NullPointerChecker/CategoryPlot.java
Chart_14002,/18_0_3268_2_NullPointerChecker/XYPlot.java
Chart_14003,/12_0_2079_2_NullPointerChecker/CategoryPlot.java
Chart_14004,/25_0_4553_2_NullPointerChecker/XYPlot.java
Chart_19,/1_0_165_14_NullPointerChecker/CategoryPlot.java
Chart_19002,/0_0_68_13_NullPointerChecker/CategoryPlot.java
Chart_20,/4_0_153_82_MethodInvocationMutator/ValueMarker.java
Chart_24,/2_0_43_0_VariableReplacer/GrayPaintScale.java
Chart_4,/54_0_2726_0_NullPointerChecker/XYPlot.java
Chart_8,/0_0_17_0_VariableReplacer/Week.java,/0_0_1_0_VariableReplacer/Week.java
Chart_9,/13_0_508_5_ConditionalExpressionMutator/TimeSeries.java
Closure_2,/3_0_43_0_NullPointerChecker/TypeCheck.java
Closure_21,/2_0_117_0_StatementRemover/CheckSideEffects.java
Closure_38,/44_0_3368_2_OperatorMutator/CodeConsumer.java
Closure_46,/5_0_377_2_StatementRemover/RecordType.java,/0_0_41_1_StatementRemover/RecordType.java
Closure_62,/3_0_45_7_OperatorMutator/LightweightMessageFormatter.java
Closure_63,/3_0_45_7_OperatorMutator/LightweightMessageFormatter.java
Closure_73,/9_0_155_7_OperatorMutator/CodeGenerator.java
Closure_86,/1_0_3_0_LiteralExpressionMutator/NodeUtil.java
# Lang_10,/81_0_1996_1_StatementRemover/FastDateParser.java
Lang_33,/6_0_53_6_NullPointerChecker/ClassUtils.java
Lang_47,/8_0_469_5_NullPointerChecker/StrBuilder.java
Lang_47002,/4_0_247_5_NullPointerChecker/StrBuilder.java
Lang_57,/5_0_44_0_VariableReplacer/LocaleUtils.java
Lang_59,/5_0_390_3_VariableReplacer/StrBuilder.java
Math_11,/2_0_74_2_LiteralExpressionMutator/MultivariateNormalDistribution.java,/2_0_36_0_ICASTIdivCastToDouble/MultivariateNormalDistribution.java
Math_22,/0_0_1_0_LiteralExpressionMutator/UniformRealDistribution.java
Math_22002,/1_0_3_0_LiteralExpressionMutator/FDistribution.java
Math_30,/14_0_235_0_DataTypeReplacer/MannWhitneyUTest.java
Math_34,/2_0_28_0_VariableReplacer/ListPopulation.java
Math_35,/17_0_217_0_StatementInserter/ElitisticListPopulation.java
Math_35002,/2_0_19_0_StatementInserter/ElitisticListPopulation.java
Math_4,/7_0_139_12_NullPointerChecker/SubLine.java
Math_4002,/3_0_56_8_NullPointerChecker/SubLine.java
Math_57,/3_0_16_0_DataTypeReplacer/KMeansPlusPlusClusterer.java
Math_58,/11_0_210_1_MethodInvocationMutator/GaussianFitter.java
#Math_59,
Math_5,/0_0_2_1_VariableReplacer/Complex.java
Math_65,/3_0_139_2_OperatorMutator/AbstractLeastSquaresOptimizer.java
Math_70,/0_0_28_27_MethodInvocationMutator/BisectionSolver.java
Math_75,/0_0_3_2_MethodInvocationMutator/Frequency.java
Math_77,/20_0_691_1_StatementRemover/OpenMapRealVector.java,/21_0_717_1_StatementRemover/OpenMapRealVector.java,/22_0_748_1_StatementRemover/OpenMapRealVector.java,/23_0_774_1_StatementRemover/OpenMapRealVector.java,/24_0_801_1_StatementRemover/OpenMapRealVector.java,/25_0_818_0_StatementRemover/OpenMapRealVector.java
Math_77002,/18_0_561_0_OperatorMutator/ArrayRealVector.java
Math_79,/28_0_308_0_DataTypeReplacer/MathUtils.java
Math_80,/13_0_955_0_OperatorMutator/EigenDecompositionImpl.java
Math_89,/0_0_14_0_ClassCastChecker/Frequency.java
#Math_98,
Mockito_38,/0_0_28_7_NullPointerChecker/ArgumentMatchingTool.java
Time_7,/328_0_5650_1_VariableReplacer/DateTimeFormatter.java

#PFL
Chart_12,/13_0_222_0_StatementInserter/MultiplePiePlot.java
Chart_26,/133_0_9754_0_NullPointerChecker/Axis.java
Closure_102,/2770_0_175561_19_StatementInserter/Normalize.java
Closure_10,/122_0_11489_20_MethodInvocationMutator/NodeUtil.java
Closure_115,/147_0_7558_1_StatementRemover/FunctionInjector.java
Closure_11,/655_0_43906_0_StatementRemover/TypeCheck.java
Closure_126,/6_0_361_1_StatementRemover/MinimizeExitPoints.java
Closure_13,/3637_0_217944_0_StatementMover/PeepholeOptimizationsPass.java
Closure_18,/2351_0_197950_1_ConditionalExpressionMutator/Compiler.java
Closure_31,/1781_0_108314_1_ConditionalExpressionMutator/Compiler.java]
Closure_40,/18_0_894_0_LiteralExpressionMutator/NameAnalyzer.java
Closure_4,/172_0_9062_17_MethodInvocationMutator/NamedType.java
Closure_70,/272_0_14273_0_LiteralExpressionMutator/TypedScopeCreator.java
#Lang_22,
Lang_24,/63_0_3077_11_ConditionalExpressionMutator/NumberUtils.java
Lang_26,/6_0_133_26_MethodInvocationMutator/FastDateFormat.java
Lang_39,/26_0_1410_0_NullPointerChecker/StringUtils.java
#Lang_51,
Lang_6,/98_0_1578_0_VariableReplacer/CharSequenceTranslator.java
Lang_7,/44_0_1366_4_ConditionalExpressionMutator/NumberUtils.java
#Math_33,
#Math_50,
Math_82,/62_0_1960_4_OperatorMutator/SimplexSolver.java
Math_85,/49_0_1204_4_OperatorMutator/UnivariateRealSolverUtils.java
#Mockito_26,
#Mockito_29,
Time_19,/1543_0_112076_4_OperatorMutator/DateTimeZone.java
Time_26,/1973_0_113922_6_MethodInvocationMutator/ZonedChronology.java
